Date,Latitude,Longitude,Sea_Surface_Temperature,Year,Month_Number,Month,Day,Day_of_Year,Week,Quarter,Hemisphere,Season,Average_SST,SST_Anomaly,Heatwave_Risk,Risk_Label,Corrected_Lon
2024-01-15,-19.875,340.125,26.42,2024,1,January,15,15,3,1,Southern,Winter,25.223,1.1970000000000027,Watch,1,-19.875
2024-01-15,-19.875,350.125,24.689999,2024,1,January,15,15,3,1,Southern,Winter,23.572666,1.1173329999999986,Watch,1,-9.875
2024-01-15,-9.875,0.125,26.55,2024,1,January,15,15,3,1,Southern,Winter,25.127666,1.422333999999999,Watch,1,0.125
2024-01-15,-9.875,10.125,28.39,2024,1,January,15,15,3,1,Southern,Winter,27.097666,1.2923340000000003,Watch,1,10.125
2024-01-15,-9.875,340.125,27.3,2024,1,January,15,15,3,1,Southern,Winter,26.021666,1.278334000000001,Watch,1,-19.875
2024-01-15,-9.875,350.125,26.83,2024,1,January,15,15,3,1,Southern,Winter,25.186333,1.643666999999997,Watch,1,-9.875
2024-01-15,10.125,300.125,28.5,2024,1,January,15,15,3,1,Northern,Winter,27.062,1.4379999999999988,Watch,1,-59.875
2024-01-15,10.125,310.125,27.97,2024,1,January,15,15,3,1,Northern,Winter,26.743332,1.226668,Watch,1,-49.875
2024-01-15,10.125,320.125,27.189999,2024,1,January,15,15,3,1,Northern,Winter,26.093666,1.0963330000000011,Watch,1,-39.875
2024-01-15,10.125,340.125,27.75,2024,1,January,15,15,3,1,Northern,Winter,26.130333,1.6196669999999995,Watch,1,-19.875
2024-01-16,-19.875,0.125,23.63,2024,1,January,16,16,3,1,Southern,Winter,22.386,1.2439999999999998,Watch,1,0.125
2024-01-16,-19.875,330.125,27.83,2024,1,January,16,16,3,1,Southern,Winter,26.774332,1.0556679999999972,Watch,1,-29.875
2024-01-16,-19.875,340.125,26.41,2024,1,January,16,16,3,1,Southern,Winter,25.285666,1.124334000000001,Watch,1,-19.875
2024-01-16,-19.875,350.125,24.71,2024,1,January,16,16,3,1,Southern,Winter,23.614332,1.095668,Watch,1,-9.875
2024-01-16,-9.875,0.125,26.68,2024,1,January,16,16,3,1,Southern,Winter,25.224333,1.4556669999999985,Watch,1,0.125
2024-01-16,-9.875,10.125,28.48,2024,1,January,16,16,3,1,Southern,Winter,27.137999,1.3420009999999998,Watch,1,10.125
2024-01-16,-9.875,340.125,27.33,2024,1,January,16,16,3,1,Southern,Winter,26.056665,1.2733349999999994,Watch,1,-19.875
2024-01-16,-9.875,350.125,26.84,2024,1,January,16,16,3,1,Southern,Winter,25.270332,1.569668,Watch,1,-9.875
2024-01-16,10.125,300.125,28.46,2024,1,January,16,16,3,1,Northern,Winter,27.089666,1.3703339999999995,Watch,1,-59.875
2024-01-16,10.125,310.125,27.91,2024,1,January,16,16,3,1,Northern,Winter,26.71,1.1999999999999993,Watch,1,-49.875
2024-01-16,10.125,320.125,27.17,2024,1,January,16,16,3,1,Northern,Winter,26.121666,1.0483340000000003,Watch,1,-39.875
2024-01-16,10.125,340.125,27.64,2024,1,January,16,16,3,1,Northern,Winter,26.055666,1.584334000000002,Watch,1,-19.875
2024-01-17,-19.875,0.125,23.67,2024,1,January,17,17,3,1,Southern,Winter,22.378332,1.2916680000000014,Watch,1,0.125
2024-01-17,-19.875,330.125,27.849998,2024,1,January,17,17,3,1,Southern,Winter,26.795332,1.054666000000001,Watch,1,-29.875
2024-01-17,-19.875,340.125,26.42,2024,1,January,17,17,3,1,Southern,Winter,25.322666,1.097334,Watch,1,-19.875
2024-01-17,-19.875,350.125,24.72,2024,1,January,17,17,3,1,Southern,Winter,23.646,1.073999999999998,Watch,1,-9.875
2024-01-17,-9.875,0.125,26.81,2024,1,January,17,17,3,1,Southern,Winter,25.371,1.439,Watch,1,0.125
2024-01-17,-9.875,10.125,28.609999,2024,1,January,17,17,3,1,Southern,Winter,27.118666,1.4913329999999974,Watch,1,10.125
2024-01-17,-9.875,340.125,27.41,2024,1,January,17,17,3,1,Southern,Winter,26.085667,1.324332999999999,Watch,1,-19.875
2024-01-17,-9.875,350.125,26.869999,2024,1,January,17,17,3,1,Southern,Winter,25.289,1.5809989999999985,Watch,1,-9.875
2024-01-17,10.125,300.125,28.359999,2024,1,January,17,17,3,1,Northern,Winter,27.038,1.321998999999998,Watch,1,-59.875
2024-01-17,10.125,310.125,27.88,2024,1,January,17,17,3,1,Northern,Winter,26.734333,1.1456669999999995,Watch,1,-49.875
2024-01-17,10.125,320.125,27.09,2024,1,January,17,17,3,1,Northern,Winter,26.085,1.004999999999999,Watch,1,-39.875
